ISO	NAM_LABEL	LMP_LON	LMP_LAT	GENEALOGY
anm	Anal	94.14349	24.0492	Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Kuki-Chin, Northern
ann	Obolo	7.81985	4.62851	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Lower Cross, Obolo
ano	Andoque	-72.08686	-0.53751	Language isolate
anp	Angika	87.12597	24.33037	Indo-European, Indo-Iranian, Indo-Aryan, Eastern zone, Unclassified
anq	Jarawa	92.65803	11.60889	Andamanese, South Andamanese
anr	Andh	77.71561	19.47335	Indo-European, Indo-Iranian, Indo-Aryan, Unclassified
ans	Anserma	-76.04999	6.24999	Paezan, Coconuco
ant	Antakarinya	134.83783	-27.11522	Australian, Pama-Nyungan, South-West, Wati
anu	Anuak	33.6473	7.5675	Nilo-Saharan, Eastern Sudanic, Nilotic, Western, Luo, Northern, Anuak
anv	Denya	9.39989	5.97237	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Mamfe
anw	Anaang	7.57969	4.94832	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Lower Cross, Obolo, Efik
anx	Andra-Hus	147.08493	-2.05894	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Admiralty Islands, Eastern, Manus, East
any	Anyin	-3.76951	6.79773	Niger-Congo, Atlantic-Congo, Volta-Congo, Kwa, Nyo, Potou-Tano, Tano, Central, Bia, Northern
anz	Anem	148.99315	-5.54836	Yele-West New Britain, West New Britain
aoa	Angolar	6.59486	0.11438	Creole, Portuguese based
aob	Abom	142.84233	-8.42448	Trans-New Guinea, Tirio
aoc	Pemon	-62.03638	5.29	Cariban, North Amazonian, Pemón, Pemón proper
aod	Andarum	144.76673	-4.48734	Ramu-Lower Sepik, Ramu, Tanggu
aoe	Angal Enen	143.58326	-6.23296	Trans-New Guinea, Engan, Angal-Kewa
aof	Bragat	142.49451	-3.48707	Torricelli, Wapei-Palei, Palei
aog	Angoram	144.02814	-4.07758	Ramu-Lower Sepik, Lower Sepik, Angoram
aoh	Arma	-75.99999	2.03332	Paezan, Coconuco
aoi	Anindilyakwa	136.6415	-13.99904	Australian, Gunwingguan, Enindhilyagwa
aoj	Mufian	142.95453	-3.57932	Torricelli, Kombio-Arapesh, Arapesh
aok	Arhö	165.16057	-21.31834	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, New Caledonian, Southern, South, Wailic
aol	Alor	124.26377	-8.20382	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Bima-Lembata
aom	Ömie	148.10712	-9.03136	Trans-New Guinea, Southeast Papuan, Koiarian, Baraic
aon	Bumbita Arapesh	142.8592	-3.65508	Torricelli, Kombio-Arapesh, Arapesh
aor	Aore	167.16614	-15.57526	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, West Santo
aos	Taikat	140.7495	-2.9408	Border, Taikat
aot	Atong	92.707	26.354	Sino-Tibetan, Tibeto-Burman, Sal, Bodo-Garo-Northern Naga, Bodo-Koch, Koch
aox	Atorada	-59.014	2.793	Maipurean, Northern, Maritime, Wapixana
aoz	Uab Meto	124.14365	-9.77284	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Timor-Babar, Nuclear Timor, Uab Meto
apb	Sa'a	161.46689	-9.60258	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Southeast Solomonic, Malaita-San Cristobal, Malaita, Southern
apc	North Levantine Spoken Arabic	36.63659	33.43367	Afro-Asiatic, Semitic, Central, South, Arabic
apd	Sudanese Spoken Arabic	29.3414	15.69465	Afro-Asiatic, Semitic, Central, South, Arabic
ape	Bukiyip	143.11061	-3.47169	Torricelli, Kombio-Arapesh, Arapesh
apg	Ampanang	116.34896	-0.79259	Austronesian, Malayo-Polynesian, Greater Barito, Barito-Mahakam
aph	Athpariya	87.32958	26.87944	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Himalayan, Kiranti, Eastern
api	Apiacá	-57.91002	-7.84711	Tupian, Tupí-Guaraní, Kawahib
apj	Jicarilla Apache	-107.00694	36.8079	Eyak-Athabaskan, Athabaskan, Apachean, Apache
apk	Kiowa Apache	-98.24612	34.90771	Eyak-Athabaskan, Athabaskan, Apachean, Apache
apl	Lipan Apache	-105.81939	33.27479	Eyak-Athabaskan, Athabaskan, Apachean, Apache
apm	Mescalero-Chiricahua Apache	-105.56612	33.1291	Eyak-Athabaskan, Athabaskan, Apachean, Apache
apn	Apinayé	-47.63153	-6.10774	Jean, Northern
apo	Apalik	149.96031	-6.29002	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Ngero-Vitiaz, Vitiaz, Southwest New Britain, Arawe-Pasismanua, Arawe, West Arawe
app	Apma	168.18897	-15.85593	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, East Vanuatu
apq	A-Pucikwar	92.79646	12.24101	Andamanese, Great Andamanese, Central
apr	Arop-Lukep	147.10339	-5.31671	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Ngero-Vitiaz, Vitiaz, Korap
aps	Arop-Sissano	142.11955	-3.06984	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Schouten, Siau
apt	Apatani	93.72844	27.19331	Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman, Tani
apu	Apurinã	-66.77141	-8.21692	Maipurean, Southern, Southern Outlier, Piro
apw	Western Apache	-110.12264	33.85743	Eyak-Athabaskan, Athabaskan, Apachean, Apache
apx	Aputai	126.4958	-7.84732	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Timor-Babar, Southwest Maluku, Wetar
apy	Apalaí	-54.7457	1.49792	Cariban, Central
apz	Safeyoka	146.08961	-7.05417	Trans-New Guinea, Angan, Nuclear Angan
aqc	Archi	46.82673	42.3239	North Caucasian, East Caucasian, Lezgic, Archi
aqg	Arigidi	5.89556	7.56324	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Defoid, Akokoid
aqm	Atohwaim	138.66621	-6.27123	Trans-New Guinea, Kayagar
aqn	Northern Alta	121.45394	15.6913	Austronesian, Malayo-Polynesian, Philippine, Northern Luzon, Meso-Cordilleran, Alta
aqp	Atakapa	-93.08271	30.91207	
aqr	Arhâ	165.27269	-21.28665	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, New Caledonian, Southern, South, Wailic
arb	Standard Arabic	40.79884	23.70631	Afro-Asiatic, Semitic, Central, South, Arabic
ard	Arabana	135.44893	-28.70501	Australian, Pama-Nyungan, Karnic, Palku
are	Western Arrarnta	133.24621	-24.05052	Australian, Pama-Nyungan, Arandic
arf	Arafundi	143.63712	-4.96449	
arg	Aragonese	-0.00919	42.46695	Indo-European, Italic, Romance, Italo-Western, Western, Pyrenean-Mozarabic, Pyrenean
arh	Arhuaco	-73.63629	10.70184	Chibchan, Chibchan B, Eastern Chibchan, Colombian, Northern Colombian, Arhuacan, Southern and Eastern Arhuacan
ari	Arikara	-102.28279	47.51965	Caddoan, Northern Caddoan, Kitsai-Proto-Pawnee, Proto-Pawnee
arj	Arapaso	-67.72816	0.13727	Tucanoan, Eastern Tucanoan
ark	Arikapú	-62.7261	-12.48782	Jabutian
arl	Arabela	-75.06117	-1.96126	Zaparoan, Záparo, Arabela-Andoa
arn	Mapudungun	-72.18261	-38.43638	Mapudungu
aro	Araona	-67.72934	-12.42423	Tacanan, Tacana
arp	Arapaho	-108.80964	43.38792	Algic, Algonquian, Arapaho
arq	Algerian Spoken Arabic	3.23033	35.42078	Afro-Asiatic, Semitic, Central, South, Arabic
arr	Karo	-61.56908	-10.33424	Tupian, Ramarama
ars	Najdi Spoken Arabic	43.90639	23.55493	Afro-Asiatic, Semitic, Central, South, Arabic
aru	Arua	-47.21818	-22.48633	
arv	Arbore	36.79861	4.92183	Afro-Asiatic, Cushitic, East, Western Omo-Tana
arw	Arawak	-55.08124	5.49124	Maipurean, Northern, Maritime, Ta-Maipurean
arx	Aruá	-62.43568	-12.11857	Tupian, Mondé, Aruá
ary	Moroccan Spoken Arabic	-6.95087	33.21392	Afro-Asiatic, Semitic, Central, South, Arabic
arz	Egyptian Spoken Arabic	31.0735	30.76099	Afro-Asiatic, Semitic, Central, South, Arabic
asa	Asu	37.83226	-4.17978	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, G, Shambala (G.22)
asb	Assiniboine	-103.5346	50.27022	Siouan-Catawban, Siouan, Mississippi Valley-Ohio Valley Siouan, Mississippi Valley Siouan, Dakota
asc	Casuarina Coast Asmat	138.56574	-6.43005	Trans-New Guinea, Asmat-Kamoro, Asmat
asd	Asas	145.54869	-5.69345	Trans-New Guinea, Madang, Rai Coast, Evapia
ase	American Sign Language	-78.3436	39.83135	Deaf sign language
asf	Australian Sign Language	145.87165	-37.56293	Deaf sign language
asg	Cishingini	4.48564	9.88458	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Kainji, Western, Kambari
ash	Abishira	-75.21832	-0.69386	Unclassified
asi	Buruwai	133.32748	-3.54561	Trans-New Guinea, Asmat-Kamoro, Sabakor
asj	Nsari	10.59934	6.63008	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Beboid
ask	Ashkun	70.37453	34.84277	Indo-European, Indo-Iranian, Indo-Aryan, Nuristani
asl	Asilulu	127.9523	-3.67302	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Central Maluku, East, Seram, Nunusaku, Piru Bay, West, Asilulu
asm	Assamese	92.82779	26.25411	Indo-European, Indo-Iranian, Indo-Aryan, Eastern zone, Bengali-Assamese
asn	Xingú Asuriní	-52.32101	-4.13463	Tupian, Tupí-Guaraní, Kayabí
aso	Dano	145.2539	-5.92188	Trans-New Guinea, Kainantu-Goroka, Gorokan, Gahuku-Benabena
asp	Algerian Sign Language	3.5462	36.4762	Deaf sign language
asq	Austrian Sign Language	16.22499	48.11967	Deaf sign language
asr	Asuri	83.45622	21.57205	Austro-Asiatic, Munda, North Munda, Kherwari, Mundari
ass	Ipulo	9.64676	6.2918	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Tivoid
ast	Asturian	-5.77354	43.33711	Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Ibero-Romance, West Iberian, Asturo-Leonese
asu	Asuriní	-49.89913	-3.59359	Tupian, Tupí-Guaraní, Tenetehara, Akwawa
asv	Asoa	26.71977	2.26818	Nilo-Saharan, Central Sudanic, East, Mangbetu
asw	Australian Aborigines Sign Language	136.301	-12.73709	Deaf sign language
asx	Muratayak	146.53995	-5.74416	Trans-New Guinea, Finisterre-Huon, Finisterre, Warup
asy	Yaosakor Asmat	138.5822	-5.61024	Trans-New Guinea, Asmat-Kamoro, Asmat
asz	As	131.72762	-0.75267	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, South Halmahera-West New Guinea, West New Guinea, Cenderawasih Bay, Raja Ampat
ata	Pele-Ata	151.05018	-5.58045	Yele-West New Britain, West New Britain
atb	Zaiwa	98.34479	24.44678	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Burmish, Northern
atc	Atsahuaca	-69.49999	-14.16665	
atd	Ata Manobo	125.4992	7.7789	Austronesian, Malayo-Polynesian, Philippine, Greater Central Philippine, Manobo, Central, South, Ata-Tigwa
ate	Atemble	144.80568	-5.08137	Trans-New Guinea, Madang, South Adelbert Range, Wanang, Atan
atf	Atuence	99.2338	28.53222	
atg	Ivbie North-Okpela-Arhe	6.21209	7.15307	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, North-Central, Ghotuo-Uneme-Yekhee
ati	Attié	-3.8209	5.9977	Niger-Congo, Atlantic-Congo, Volta-Congo, Kwa, Nyo, Attie
atj	Atikamekw	-73.79888	47.95551	Algic, Algonquian, Cree-Montagnais
atk	Ati	122.51179	11.15394	Austronesian, Malayo-Polynesian, Philippine, Greater Central Philippine, Central Philippine, Bisayan, Central, Peripheral
atl	Mt. Iraya Agta	123.55216	13.4588	Austronesian, Malayo-Polynesian, Philippine, Greater Central Philippine, Central Philippine, Bikol, Coastal, Naga
atm	Ata	122.9	9.715	Austronesian, Malayo-Polynesian, Philippine, Greater Central Philippine, Central Philippine
atn	Ashtiani	48.68083	37.74693	Indo-European, Indo-Iranian, Iranian, Western, Northwestern, Central Iran
ato	Atong	9.72121	6.03539	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Western Momo
atp	Pudtol Atta	121.37861	18.21116	Austronesian, Malayo-Polynesian, Philippine, Northern Luzon, Northern Cordilleran, Cagayan Valley, Ibanagic
atq	Aralle-Tabulahan	119.3193	-2.78397	Austronesian, Malayo-Polynesian, South Sulawesi, Northern, Pitu Ulunna Salu
atr	Atruahí	-60.42595	-0.61832	Cariban, North Amazonian, Yawaperí
ats	Gros Ventre	-108.73841	48.48341	Algic, Algonquian, Arapaho
att	Pamplona Atta	121.29955	18.47381	Austronesian, Malayo-Polynesian, Philippine, Northern Luzon, Northern Cordilleran, Cagayan Valley, Ibanagic
atu	Reel	30.49451	6.32234	Nilo-Saharan, Eastern Sudanic, Nilotic, Western, Dinka-Nuer, Nuer
atv	Northern Altai	88.06722	50.89984	Altaic, Turkic, Northern
atw	Atsugewi	-120.66125	40.42711	Palaihnihan
atx	Arutani	-63.08958	3.62796	Language isolate
aty	Aneityum	169.82523	-20.18636	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, South Vanuatu, Aneityum
atz	Arta	121.65618	16.41851	Austronesian, Malayo-Polynesian, Philippine, Northern Luzon, Arta
aua	Asumboa	166.49868	-11.29693	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Temotu, Utupua-Vanikoro, Utupua
auc	Waorani	-76.68295	-1.12312	Language isolate
aud	Anuta	162.24094	-10.75959	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Central Pacific, East Fijian-Polynesian, Polynesian, Nuclear, Samoic-Outlier, Futunic
aue	‡Kx'au//'ein	20.57317	-21.29527	Khoisan, Southern Africa, Northern
aug	Aguna	1.74452	7.49256	Niger-Congo, Atlantic-Congo, Volta-Congo, Kwa, Left Bank, Gbe
auh	Aushi	29.41937	-11.08795	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, M, Bemba (M.402)
aui	Anuki	149.82236	-9.6692	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Papuan Tip, Nuclear, North Papuan Mainland-D’Entrecasteaux, Anuki
auj	Awjilah	21.18188	29.23411	Afro-Asiatic, Berber, Eastern, Awjila-Sokna
auk	Heyo	142.47056	-3.83003	Torricelli, Maimai, Maimai Proper
aul	Aulua	167.69684	-16.35787	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, Malekula Coastal
aum	Asu	5.42081	10.08494	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Nupoid, Nupe-Gbagyi, Nupe
aun	Molmo One	141.80584	-3.38127	Torricelli, West Wapei, One
auo	Auyokawa	11.32197	9.85747	
aup	Makayam	142.70555	-8.37312	Trans-New Guinea, Tirio
auq	Anus	139.50194	-2.26271	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Sarmi-Jayapura Bay, Sarmi
aur	Aruek	142.71539	-3.37841	Torricelli, Kombio-Arapesh, Kombio
aut	Austral	-149.46195	-23.38431	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Central Pacific, East Fijian-Polynesian, Polynesian, Nuclear, East, Central, Tahitic
auu	Auye	136.09604	-3.43705	Trans-New Guinea, West, Wissel Lakes
auv	Auvergnat	3.48406	45.23916	
auw	Awyi	140.60389	-3.00564	Border, Taikat
aux	Aurá	-46.792	-4.137	Tupian, Tupí-Guaraní, Wayampí
auy	Awiyaana	145.75972	-6.54079	Trans-New Guinea, Kainantu-Goroka, Kainantu, Gadsup-Auyana-Awa
auz	Uzbeki Spoken Arabic	65.38644	40.26116	Afro-Asiatic, Semitic, Central, South, Arabic
ava	Avar	46.56284	42.42226	North Caucasian, East Caucasian, Avar-Andic, Avar
avb	Avau	150.42742	-6.24342	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Ngero-Vitiaz, Vitiaz, Southwest New Britain, Arawe-Pasismanua, Arawe, East Arawe
avd	Alviri-Vidari	50.37939	35.00753	Indo-European, Indo-Iranian, Iranian, Western, Northwestern, Talysh
ave	Avestan	53.633	31.541	Indo-European, Indo-Iranian, Iranian
avi	Avikam	-5.2529	5.15838	Niger-Congo, Atlantic-Congo, Volta-Congo, Kwa, Nyo, Avikam-Alladian
avl	Eastern Egyptian Bedawi Spoken Arabic	33.61126	29.67415	Afro-Asiatic, Semitic, Central, South, Arabic
avn	Avatime	0.41314	6.8688	Niger-Congo, Atlantic-Congo, Volta-Congo, Kwa, Left Bank, Avatime-Nyangbo
avo	Agavotaguerra	-53.43936	-13.29849	Unclassified
avs	Aushiri	-74.54111	-3.3196	Language isolate
avt	Au	142.1046	-3.53277	Torricelli, Wapei-Palei, Wapei
avu	Avokaya	29.99855	4.82505	Nilo-Saharan, Central Sudanic, East, Moru-Madi, Central
avv	Avá-Canoeiro	-48.13356	-13.60814	Tupian, Tupí-Guaraní, Tenetehara
awa	Awadhi	81.87432	27.56373	Indo-European, Indo-Iranian, Indo-Aryan, East Central zone
awb	Awa	145.71416	-6.65534	Trans-New Guinea, Kainantu-Goroka, Kainantu, Gadsup-Auyana-Awa
awc	Western Acipa	5.54073	11.04175	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Kainji, Western, Kamuku
awe	Awetí	-53.58519	-12.93358	Tupian
awh	Awbono	139.72441	-5.05875	Bayono-Awbono
awi	Aekyom	141.53229	-5.88478	Trans-New Guinea, Awin-Pare
awk	Awabakal	151.43555	-33.12847	Australian, Pama-Nyungan, Worimi
awm	Arawum	145.90317	-5.52787	Trans-New Guinea, Madang, Rai Coast, Kabenau
awn	Awngi	36.69164	10.98191	Afro-Asiatic, Cushitic, Central, Southern
awo	Awak	11.32906	9.86334	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Adamawa, Waja-Jen, Waja, Awak
awr	Awera	136.06341	-2.71886	Lakes Plain, Awera
aws	South Awyu	139.53808	-7.36301	Trans-New Guinea, Ok-Awyu, Awyu-Dumut, Awyu
awt	Araweté	-52.50009	-4.90246	Tupian, Tupí-Guaraní
awu	Central Awyu	139.69256	-6.29363	Trans-New Guinea, Ok-Awyu, Awyu-Dumut, Awyu
awv	Jair Awyu	140.1037	-6.79732	Trans-New Guinea, Ok-Awyu, Awyu-Dumut, Awyu
aww	Awun	141.99886	-3.79671	Sepik, Yellow River
awx	Awara	146.37187	-6.16986	Trans-New Guinea, Finisterre-Huon, Finisterre, Wantoat
awy	Edera Awyu	139.91413	-7.0038	Trans-New Guinea, Ok-Awyu, Awyu-Dumut, Awyu
axb	Abipon	-65.863	-35.962	Guaykuruan, Southern
axg	Mato Grosso Arara	-55.869	-13.175	Unclassified
axk	Yaka	17.2713	3.6515	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Northwest, C, Ngondi (C.104)
axx	Xaragure	166.37571	-21.8223	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, New Caledonian, Southern, South, Xaracuu-Xaragure
aya	Awar	144.83607	-4.13554	Ramu-Lower Sepik, Ramu, Ottilien, Bosmun-Awar
ayb	Ayizo Gbe	2.20552	6.62654	Niger-Congo, Atlantic-Congo, Volta-Congo, Kwa, Left Bank, Gbe, Aja
ayc	Southern Aymara	-70.34424	-17.14171	Aymaran, Aymara
ayd	Ayabadhu	142.89347	-14.66524	Australian, Pama-Nyungan, Paman, Middle Pama
aye	Ayere	6.01979	7.52206	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Defoid, Ayere-Ahan
ayg	Ginyanga	0.98348	8.2327	Niger-Congo, Atlantic-Congo, Volta-Congo, Kwa, Nyo, Potou-Tano, Tano, Guang, North Guang
ayh	Hadrami Spoken Arabic	48.65241	15.44676	Afro-Asiatic, Semitic, Central, South, Arabic
ayi	Leyigha	8.20861	5.98832	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Upper Cross, Central, East-West, Mbembe-Legbo, Legbo
ayk	Akuku	6.34264	7.40354	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, Northwestern, Southern
ayl	Libyan Spoken Arabic	17.27292	28.64352	Afro-Asiatic, Semitic, Central, South, Arabic
ayn	Sanaani Spoken Arabic	44.84118	15.65517	Afro-Asiatic, Semitic, Central, South, Arabic
ayo	Ayoreo	-59.57716	-20.44264	Zamucoan
ayp	North Mesopotamian Spoken Arabic	43.64038	34.71398	Afro-Asiatic, Semitic, Central, South, Arabic
